BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;I12_opp_woningen;I13_opp_utiliteit;Uitgesloten;Woning_H01_Vraag_Warmte_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H19_Waarde_hernieuwbaar_gas;Woning_H21_CapaciteitsvraagE;Woning_H22_AantalNieuweMSR;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_groengas;Woning_A03_Aansl_waterstof;Woning_A04_Aansl_Gasketel;Woning_A05_Aansl_eWP_lucht;Woning_A05_Aansl_eWP_bodem;Woning_A06_Aansl_Rest70_collGGheater;Woning_A07_Aansl_Geo70_collGGheater;Woning_A08_Aansl_Rest30_eWPlucht;Woning_A09_Aansl_Rest30_colleWP70;Woning_A10_Aansl_WKO15_colleWP70;Woning_A11_Aansl_WKO15_colleWP50_beWP;Woning_A12_Aansl_WKO15_TEO15_colleWP70;Woning_A13_Aansl_hWP;Woning_A14_Aansl_h2WP;Woning_A15_Aansl_h2R;Woning_A16_Aansl_naarA;Woning_A17_Aansl_naarB;Woning_A18_Aansl_naarC;Woning_A19_Aansl_naarD;Woning_G01_Aansl_LT15_50;Woning_G02_Aansl_LT15_70;Woning_G03_Aansl_LT30_30;Woning_G04_Aansl_LT30_70;Woning_G05_Aansl_TEO;Woning_G06_Aansl_WKO;Woning_G07_Aansl_WijkWKK;Woning_G08_Aansl_BioWKK;Woning_G09_Aansl_BuurtWKO;Woning_G10_Aansl_Restwarmte;Woning_G11_Aansl_Geothermie;Woning_G12_Aansl_WaterstofHR;Woning_G13_Aansl_WaterstofWP;Woning_L01_Aansl_LabelAppp;Woning_L02_Aansl_LabelA;Woning_L03_Aansl_LabelB;Woning_L04_Aansl_LabelC;Woning_L05_Aansl_LabelD;Woning_L06_Aansl_LabelE;Woning_L07_Aansl_LabelF;Util_H01_Vraag_Warmte_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H19_Waarde_hernieuwbaar_gas;Util_H21_CapaciteitsvraagE;Util_H22_AantalNieuweMSR;Util_A01_Aansl_aardgas;Util_A02_Aansl_groengas;Util_A03_Aansl_waterstof;Util_A04_Aansl_gasketel;Util_A05_Aansl_eWP_lucht;Util_A05_Aansl_eWP_bodem;Util_A06_Aansl_Rest70_collGGheater;Util_A07_Aansl_Geo70_collGGheater;Util_A08_Aansl_Rest30_eWPlucht;Util_A09_Aansl_Rest30_colleWP70;Util_A10_Aansl_WKO15_colleWP70;Util_A11_Aansl_WKO15_colleWP50_beWP;Util_A12_Aansl_WKO15_TEO15_colleWP70;Util_A13_Aansl_hWP;Util_A14_Aansl_h2WP;Util_A15_Aansl_h2R;Util_A17_Aansl_naarB;Util_A18_Aansl_naarC;Util_A19_Aansl_naarD;Util_G01_Aansl_LT15_50;Util_G02_Aansl_LT15_70;Util_G03_Aansl_LT30_30;Util_G04_Aansl_LT30_70;Util_G05_Aansl_TEO;Util_G06_Aansl_WKO;Util_G07_Aansl_WijkWKK;Util_G08_Aansl_BioWKK;Util_G09_Aansl_BuurtWKO;Util_G10_Aansl_Restwarmte;Util_G11_Aansl_Geothermie;Util_G12_Aansl_WaterstofHR;Util_G13_Aansl_WaterstofWP;Util_L01_Aansl_LabelAppp;Util_L02_Aansl_LabelA;Util_L03_Aansl_LabelB;Util_L04_Aansl_LabelC;Util_L05_Aansl_LabelD;Util_L06_Aansl_LabelE;Util_L07_Aansl_LabelF;H15_CO2_uitstoot;H16_Nat_meerkost;H17_Nat_meerkost_CO2;H18_Nat_meerkost_WEQ;H23_Capaciteit_huidig;nr_OrgEntity
BU03760101;BU03760101;Bijvanck;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1814;98;1893;219392;10188;False;56052.5902;41775.9902;14276.6;910.57069;0;17406.65;551;74369.8109;0;0;35432.0577;0;0;38937.7532;0;6349;3.95737143;0;0;0;0;1814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292;1473;0;0;0;0;1891.79933;1762.92117;128.878158;0;785.049808;3008.334;19;5685.18313;0;0;3783.21318;0;0;1901.96996;0;677.502;3.95737143;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;4093551;976;2162;3590;581
BU03760102;BU03760102;Blaricum-Dorp;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;2249;185;2577;332147;42635;False;96312.1418;75707.4918;20604.65;2187.85511;0;21789.62;250;120289.617;0;0;52932.0027;0;0;67357.6142;0;7871.5;8.31449206;0;0;0;0;2249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;2031;0;0;0;0;7244.51609;6815.20021;429.315883;0;4294.81818;13530.55;19;25069.8843;0;0;16809.7817;0;0;8260.1026;0;2835.2275;8.31449206;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;0;0;0;7924603;916;3075;8450;582
BU03760103;BU03760103;Blaricummer Heide;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;3;9;200;996;False;55.8272242;47.3272242;8.5;1.3242554;0;9.7;1;66.8514796;0;0;27.3097354;0;0;39.5417442;0;3.5;0.0632507937;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;244.667073;215.948482;28.7185911;0;221.591039;179.184;3;645.442112;0;0;311.337282;0;0;334.10483;0;66.234;0.0632507937;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;39704;810;4412;29.886;583
BU03760104;BU03760104;Blaricummermeent;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;914;142;1031;129433;15205;False;24082.1477;17152.5477;6929.6;0;0;8675.64;343;32757.7877;0;0;16838.6367;0;0;15919.1511;0;3199;0.917126984;0;0;0;0;914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;0;0;0;0;0;2231.45699;2155.09188;76.3651125;0;587.048328;2281.351;32;5099.85632;0;0;9766.23765;0;0;-4666.38134;0;1011.1325;0.917126984;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;1464386;828;1420;5040;584
BU03760105;BU03760105;Crailo;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;56;5;355;11012;38814;False;2758.53697;2267.03697;491.5;70.7752945;0;527.3;76;3356.61227;0;0;1414.51981;0;0;1942.09245;0;196;2.48401905;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;54;0;0;0;0;17158.1398;15680.5666;1477.5732;0;1746.0283;9071.226;476;27975.3941;0;0;14804.8931;0;0;13170.501;0;2581.131;2.48401905;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1045811;782;2946;1190.199;585
BU03760106;BU03760106;De Kampen;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;0;1;200;0;False;56.1805116;46.9805116;9.2;1.9500358;0;9.56;0;67.6905474;0;0;28.0226969;0;0;39.6678505;0;3.5;0.00317460317;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00317460317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3533;766;3533;1.5;586
BU03760107;BU03760107;Eemmeer-Blaricum;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;0;0;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3652;0;0;0;587
BU03760108;BU03760108;Stichtsebrug;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;0;3;1;0;118;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00711746032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.6382185;42.9838117;3.65440672;0;26.8758715;18.472;2;91.98609;0;0;39.5316523;0;0;52.4544377;0;7.847;0.00711746032;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;6943;2007;6943;250;588
BU03760109;BU03760109;Warandepark-De Eng;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;1;2;83;95;False;37.5432912;29.0432912;8.5;0.761623272;0;9.7;0;48.0049145;0;0;21.9481707;0;0;26.0567438;0;3.5;0.0089047619;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;26.5552967;23.3739938;3.18130281;0;22.8595279;12.255;0;61.6698246;0;0;26.3109121;0;0;35.3589124;0;6.3175;0.0089047619;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10722;1261;5361;4.2075;589
BU04020101;BU04020101;Centrum;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1922;545;3836;174700;248751;False;45768.1017;32205.0517;13563.05;592.93954;0;16682.8;1152;63043.8412;0;0;31606.6175;0;0;31437.2237;0;6727;18.7691079;0;0;0;0;1922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;1529;0;0;0;0;38527.1447;36477.7221;2049.42267;0;25165.3904;112335.348;970;176027.883;0;0;130318.641;0;0;45709.2418;0;16541.9415;18.7691079;0;0;0;0;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545;0;0;0;0;0;11266251;1234;2937;9972.4035;935
BU04020102;BU04020102;Havenstraatbuurt;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1532;196;1744;128565;27500;False;39262.5632;27667.6132;11594.95;676.64945;0;13906.24;1793;53845.4526;0;12213.5367;27414.7689;0;0;14217.147;0;5362;5.41746032;0;0;0;0;0;0;1532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1532;0;0;0;0;197;1335;0;0;0;0;3622.82832;3378.37007;244.458252;0;2827.9506;12277.182;165;18727.9609;0;12213.5367;14498.5672;0;0;-7984.14296;0;1828.75;5.41746032;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;196;0;0;0;0;0;6012611;1563;3448;3081.75;936
BU04020103;BU04020103;Sint Vitusbuurt;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;837;57;1022;72019;24048;False;23420.3281;17002.3281;6418;457.222599;0;7816.59;1155;31694.1407;0;7688.38237;15885.2501;0;0;8120.50823;0;2929.5;3.84733968;0;0;0;0;0;0;837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;837;0;0;0;0;49;788;0;0;0;0;3575.88897;3343.28603;232.602936;0;1886.85798;5667.97;176;11130.7169;0;7688.38237;7487.6563;0;0;-4045.32173;0;1599.192;3.84733968;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;57;0;0;0;0;0;3596417;1404;3519;1940.868;937
BU04020104;BU04020104;Langgewenstbuurt;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;994;261;1798;78864;104436;False;23547.2592;16625.7592;6921.5;346.330652;0;8727.03;1145;32620.6199;0;0;16503.5953;0;0;16117.0245;0;3479;8.75010794;0;0;0;0;994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;841;0;0;0;0;13916.1596;13151.4233;764.73637;0;10259.1948;44537.456;677;68712.8105;0;0;51329.338;0;0;17383.4724;0;6944.994;8.75010794;0;0;0;0;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;0;0;0;0;0;5191363;1334;2887;5210;938
BU04020201;BU04020201;Boomberg;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1537;211;2217;194721;88380;False;52911.3363;41016.3863;11894.95;1182.30438;0;13912.35;584;68005.9907;0;0;31199.0407;0;0;36806.95;0;5379.5;9.73720635;0;0;0;0;1537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;1453;0;0;0;0;14756.4952;13859.0088;897.486438;0;7819.25722;27642.562;163;50218.3144;0;0;34093.5279;0;0;16124.7866;0;5877.27;9.73720635;0;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;0;0;0;0;0;6383266;937;2879;4824.33;939
BU04020202;BU04020202;Raadhuiskwartier;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;643;89;1020;100253;48889;False;27202.1189;21537.6689;5664.45;680.507277;0;6161.31;602;34043.9362;0;0;15003.7857;0;0;19040.1505;0;2250.5;4.71076508;0;0;0;0;643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;559;0;0;0;0;9926.25464;9513.61396;412.640687;0;5659.69829;19538.286;220;35124.2389;0;0;23947.1503;0;0;11177.0886;0;3251.1185;4.71076508;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;3394009;879;3327;3290;940
BU04020203;BU04020203;Trompenberg-Zuid;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;471;59;1177;52807;91755;False;13658.5777;10275.0777;3383.5;253.385845;0;4106.45;464;18018.4136;0;0;8580.11939;0;0;9438.29416;0;1648.5;6.77887302;0;0;0;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;452;0;0;0;0;20952.6957;20335.513;617.182671;0;10493.3147;39189.505;712;70635.5154;0;0;48092.0477;0;0;22543.4677;0;6101.7075;6.77887302;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;3846120;987;3268;3321.5175;941
BU04020204;BU04020204;Villaparken;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;580;57;853;95114;35480;False;23814.6548;19072.7548;4741.9;542.53716;0;5286.62;193;29643.812;0;0;12876.3508;0;0;16767.4612;0;2030;3.448;0;0;0;0;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;447;0;0;0;0;6075.59309;5812.04486;263.548225;0;2198.68524;9782.427;49;18056.7053;0;0;12166.3605;0;0;5890.34486;0;2359.42;3.448;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;2548629;929;2988;2480;942
BU04020205;BU04020205;Trompenberg-Noord;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;287;24;366;45447;10177;False;12045.7454;9581.74544;2464;273.638423;0;2695.08;322;15014.4639;0;0;6551.62161;0;0;8462.84225;0;1004.5;1.27734286;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;234;0;0;0;0;2463.41737;2336.40911;127.008256;0;1105.70289;3987.44;66;7556.56026;0;0;5010.80298;0;0;2545.75728;0;676.7705;1.27734286;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;1115414;851;3048;720.5445;943
BU04020206;BU04020206;Media Park;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;7;99;2427;1280;314474;False;376.215518;316.715518;59.5;10.7235527;0;67.9;7;454.839071;0;0;188.79644;0;0;266.042631;0;24.5;18.9904952;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;69909.2564;67311.6968;2597.55958;0;41591.908;119875.048;1221;231376.212;0;0;151309.692;0;0;80066.5208;0;20912.521;18.9904952;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;8784533;1113;3620;8973.009;944
BU04020301;BU04020301;Havenkwartier;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;16;118;714;1284;90667;False;413.604363;298.404363;115.2;9.61898028;0;138.85;7;562.073343;0;0;279.153972;0;0;282.919372;0;56;5.51959683;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;12588.8605;12194.0305;394.830084;0;4797.93928;28902.755;204;46289.5548;0;0;33878.7672;0;0;12410.7877;0;6029.3555;5.51959683;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;2213088;2001;3100;4670;945
BU04020302;BU04020302;Het Rode Dorp;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;616;9;624;65337;1007;False;19556.6836;14875.3336;4681.35;457.623573;0;5966.88;1542;25981.1872;0;5596.38371;12643.0365;0;0;7741.7669;0;2156;2.01629524;0;0;0;0;0;0;616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616;0;0;0;0;0;616;0;0;0;0;93.898551;90.0953396;3.80321142;0;53.6642533;530.467;7;678.029804;0;5596.38371;758.54817;0;0;-5676.90208;0;66.9655;2.01629524;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;9;0;0;0;0;0;2353387;1443;3771;952.6995;946
BU04020303;BU04020303;Zeverijn;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;845;80;972;84717;16438;False;23686.9864;17892.5864;5794.4;553.873376;0;7571.85;945;31812.7098;0;7279.62452;15521.0082;0;0;9012.07709;0;2957.5;2.95340317;0;0;0;0;0;0;845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;845;0;0;0;0;218;627;0;0;0;0;1873.95912;1807.19667;66.7624539;0;867.898906;4185.996;75;6927.85403;0;7279.62452;5208.82516;0;0;-5560.59564;0;1093.127;2.95340317;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;80;0;0;0;0;0;3317945;1545;3414;1735.983;947
BU04020304;BU04020304;Kerkelanden;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;3034;490;3887;289196;110806;False;81568.1464;60963.6964;20604.45;1703.50802;0;27447.74;583;110719.394;0;28435.663;55320.1662;0;0;26963.5653;0;10619;13.9089333;0;0;0;0;0;0;3034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3034;0;0;0;0;213;2821;0;0;0;0;18277.9969;17693.0431;584.953838;0;8021.08738;33965.919;131;60265.0033;0;28435.663;42403.1733;0;0;-10573.8329;0;7368.599;13.9089333;0;0;0;0;0;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490;0;0;0;0;0;490;0;0;0;0;0;13903259;1758;3577;7708.971;948
BU04020401;BU04020401;Bloemenkwartier Noord;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1310;216;1478;131885;21764;False;41319.4447;30659.0447;10660.4;935.810878;0;12630.82;1513;54886.0756;0;12476.2266;26847.2487;0;0;15562.6003;0;4585;5.21433651;0;0;0;0;0;0;1310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1310;0;0;0;0;54;1256;0;0;0;0;2488.32989;2352.58963;135.74026;0;1072.1449;8302.741;91;11863.2158;0;12476.2266;9741.91493;0;0;-10354.9258;0;1447.306;5.21433651;0;0;0;0;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;0;0;0;0;0;216;0;0;0;0;0;5963421;1575;4035;2585.274;949
BU04020402;BU04020402;Bloemenkwartier Zuid;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;2309;154;2497;218800;24324;False;69421.2635;51261.2135;18160.05;1505.43794;0;22305.13;1183;93231.8314;0;20808.6295;46031.0864;0;0;26392.1155;0;8081.5;7.77192381;0;0;0;0;0;0;2309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2309;0;0;0;0;263;2046;0;0;0;0;3644.07723;3395.04492;249.032303;0;2036.18393;9284.198;62;14964.4592;0;20808.6295;11600.856;0;0;-17445.0263;0;1617.546;7.77192381;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;154;0;0;0;0;0;9573670;1577;3834;4175;950
BU04020403;BU04020403;Schrijverskwartier;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;810;127;853;109171;5505;False;31320.4275;24272.5275;7047.9;806.861082;0;8042.92;965;40170.2086;0;9083.79589;18712.4384;0;0;12373.9742;0;2835;2.85268254;0;0;0;0;0;0;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;810;0;0;0;0;6;800;0;0;0;0;575.505012;532.807196;42.6978162;0;602.891625;2483.691;18;3662.08764;0;9083.79589;3113.48267;0;0;-8535.19092;0;366.0825;2.85268254;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;127;0;0;0;0;0;4046248;1554;4744;1371.8925;951
BU04020404;BU04020404;Staatsliedenkwartier;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1620;255;1745;174153;16161;False;50241.396;37981.096;12260.3;1219.88262;0;15278.37;1192;66739.6486;0;15155.4663;32530.5276;0;0;19053.6547;0;5670;5.94939365;0;0;0;0;0;0;1620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1620;0;0;0;0;16;1592;0;0;0;0;2973.99278;2741.16798;232.824804;0;1913.56466;5942.727;71;10830.2844;0;15155.4663;7840.22877;0;0;-12165.4106;0;1074.7065;5.94939365;0;0;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0;255;0;0;0;0;0;7052932;1552;4042;2890.5885;952
BU04020405;BU04020405;Zeeheldenkwartier;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;2226;434;2379;191672;19802;False;55110.7613;38995.6613;16115.1;1133.86502;0;20045.98;1006;76290.6063;0;16435.0009;39205.3114;0;0;20650.2939;0;7791;6.99440635;0;0;0;0;0;0;2226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2226;0;0;0;0;181;2045;0;0;0;0;2597.45749;2412.82888;184.62861;0;1718.54912;5521.563;47;9837.56961;0;16435.0009;7294.15684;0;0;-13891.5882;0;1316.833;6.99440635;0;0;0;0;0;0;434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434;0;0;0;0;0;434;0;0;0;0;0;6649345;1364;2795;3903.357;953
BU04020501;BU04020501;Schilderskwartier;WK040205;Zuidoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1521;248;2169;223860;84184;False;59102.6924;46051.2924;13051.4;1447.22249;0;14476.57;682;75026.4849;0;0;33811.0051;0;0;41215.4798;0;5323.5;9.24601905;0;0;0;0;1521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;1331;0;0;0;0;15176.6335;14473.9487;702.684851;0;7753.30073;26323.528;175;49253.4622;0;0;32850.8568;0;0;16402.6055;0;5598.236;9.24601905;0;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;6317283;973;2913;4970;954
