BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;I12_opp_woningen;I13_opp_utiliteit;Uitgesloten;Woning_H01_Vraag_Warmte_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H19_Waarde_hernieuwbaar_gas;Woning_H21_CapaciteitsvraagE;Woning_H22_AantalNieuweMSR;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_groengas;Woning_A03_Aansl_waterstof;Woning_A04_Aansl_Gasketel;Woning_A05_Aansl_eWP_lucht;Woning_A05_Aansl_eWP_bodem;Woning_A06_Aansl_Rest70_collGGheater;Woning_A07_Aansl_Geo70_collGGheater;Woning_A08_Aansl_Rest30_eWPlucht;Woning_A09_Aansl_Rest30_colleWP70;Woning_A10_Aansl_WKO15_colleWP70;Woning_A11_Aansl_WKO15_colleWP50_beWP;Woning_A12_Aansl_WKO15_TEO15_colleWP70;Woning_A13_Aansl_hWP;Woning_A14_Aansl_h2WP;Woning_A15_Aansl_h2R;Woning_A16_Aansl_naarA;Woning_A17_Aansl_naarB;Woning_A18_Aansl_naarC;Woning_A19_Aansl_naarD;Woning_G01_Aansl_LT15_50;Woning_G02_Aansl_LT15_70;Woning_G03_Aansl_LT30_30;Woning_G04_Aansl_LT30_70;Woning_G05_Aansl_TEO;Woning_G06_Aansl_WKO;Woning_G07_Aansl_WijkWKK;Woning_G08_Aansl_BioWKK;Woning_G09_Aansl_BuurtWKO;Woning_G10_Aansl_Restwarmte;Woning_G11_Aansl_Geothermie;Woning_G12_Aansl_WaterstofHR;Woning_G13_Aansl_WaterstofWP;Woning_L01_Aansl_LabelAppp;Woning_L02_Aansl_LabelA;Woning_L03_Aansl_LabelB;Woning_L04_Aansl_LabelC;Woning_L05_Aansl_LabelD;Woning_L06_Aansl_LabelE;Woning_L07_Aansl_LabelF;Util_H01_Vraag_Warmte_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H19_Waarde_hernieuwbaar_gas;Util_H21_CapaciteitsvraagE;Util_H22_AantalNieuweMSR;Util_A01_Aansl_aardgas;Util_A02_Aansl_groengas;Util_A03_Aansl_waterstof;Util_A04_Aansl_gasketel;Util_A05_Aansl_eWP_lucht;Util_A05_Aansl_eWP_bodem;Util_A06_Aansl_Rest70_collGGheater;Util_A07_Aansl_Geo70_collGGheater;Util_A08_Aansl_Rest30_eWPlucht;Util_A09_Aansl_Rest30_colleWP70;Util_A10_Aansl_WKO15_colleWP70;Util_A11_Aansl_WKO15_colleWP50_beWP;Util_A12_Aansl_WKO15_TEO15_colleWP70;Util_A13_Aansl_hWP;Util_A14_Aansl_h2WP;Util_A15_Aansl_h2R;Util_A17_Aansl_naarB;Util_A18_Aansl_naarC;Util_A19_Aansl_naarD;Util_G01_Aansl_LT15_50;Util_G02_Aansl_LT15_70;Util_G03_Aansl_LT30_30;Util_G04_Aansl_LT30_70;Util_G05_Aansl_TEO;Util_G06_Aansl_WKO;Util_G07_Aansl_WijkWKK;Util_G08_Aansl_BioWKK;Util_G09_Aansl_BuurtWKO;Util_G10_Aansl_Restwarmte;Util_G11_Aansl_Geothermie;Util_G12_Aansl_WaterstofHR;Util_G13_Aansl_WaterstofWP;Util_L01_Aansl_LabelAppp;Util_L02_Aansl_LabelA;Util_L03_Aansl_LabelB;Util_L04_Aansl_LabelC;Util_L05_Aansl_LabelD;Util_L06_Aansl_LabelE;Util_L07_Aansl_LabelF;H15_CO2_uitstoot;H16_Nat_meerkost;H17_Nat_meerkost_CO2;H18_Nat_meerkost_WEQ;H23_Capaciteit_huidig;nr_OrgEntity
BU03760101;BU03760101;Bijvanck;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1814;98;1893;219392;10188;False;56050.7447;41774.1447;14276.6;910.57069;0;17406.65;551;74367.9654;0;0;35442.8495;0;0;38925.1159;0;6349;6.37324444;0;0;0;0;1814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;1490;0;0;0;0;1891.79933;1762.92117;128.878158;0;785.049808;3008.334;19;5685.18313;0;0;3783.21318;0;0;1901.96996;0;677.502;6.37324444;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;4937506;1177;2608;3590;581
BU03760102;BU03760102;Blaricum-Dorp;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;2249;185;2577;332147;42635;False;96307.1694;75702.5194;20604.65;2187.85511;0;21789.62;250;120284.645;0;0;52940.6693;0;0;67343.9752;0;7871.5;9.71131746;0;0;0;0;2249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;2040;0;0;0;0;7244.51609;6815.20021;429.315883;0;4294.81818;13530.55;19;25069.8843;0;0;16809.7817;0;0;8260.1026;0;2835.2275;9.71131746;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;0;0;0;9835636;1136;3817;8450;582
BU03760103;BU03760103;Blaricummer Heide;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;3;9;200;996;False;55.8272242;47.3272242;8.5;1.3242554;0;9.7;1;66.8514796;0;0;27.3097354;0;0;39.5417442;0;3.5;0.0632507937;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;244.667073;215.948482;28.7185911;0;221.591039;179.184;3;645.442112;0;0;311.337282;0;0;334.10483;0;66.234;0.0632507937;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;41238;841;4582;29.886;583
BU03760104;BU03760104;Blaricummermeent;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;914;142;1031;129433;15205;False;24067.5872;17137.9872;6929.6;0;0;8675.64;343;32743.2272;0;0;16854.1961;0;0;15889.0311;0;3199;3.81871429;0;0;0;0;885;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;880;29;0;0;0;0;2231.45699;2155.09188;76.3651125;0;587.048328;2281.351;32;5099.85632;0;0;9772.9282;0;0;-4673.07188;0;1011.1325;3.81871429;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;1525959;863;1480;5040;584
BU03760105;BU03760105;Crailo;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;56;5;355;11012;38814;False;2758.53697;2267.03697;491.5;70.7752945;0;527.3;76;3356.61227;0;0;1414.51981;0;0;1942.09245;0;196;2.51893968;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;54;0;0;0;0;17158.1398;15680.5666;1477.5732;0;1746.0283;9071.226;476;27975.3941;0;0;14804.8931;0;0;13170.501;0;2581.131;2.51893968;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1113550;832;3137;1190.199;585
BU03760106;BU03760106;De Kampen;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;0;1;200;0;False;56.1805116;46.9805116;9.2;1.9500358;0;9.56;0;67.6905474;0;0;28.0226969;0;0;39.6678505;0;3.5;0.00317460317;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00317460317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5005;1085;5005;1.5;586
BU03760107;BU03760107;Eemmeer-Blaricum;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;0;0;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3652;0;0;0;587
BU03760108;BU03760108;Stichtsebrug;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;0;3;1;0;118;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00711746032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.6382185;42.9838117;3.65440672;0;26.8758715;18.472;2;91.98609;0;0;39.5316523;0;0;52.4544377;0;7.847;0.00711746032;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;6969;2015;6969;250;588
BU03760109;BU03760109;Warandepark-De Eng;WK037601;Blaricum;GM0376;Blaricum;Noord-Holland Zuid;Noord-Holland;1;1;2;83;95;False;37.5432912;29.0432912;8.5;0.761623272;0;9.7;0;48.0049145;0;0;21.9481707;0;0;26.0567438;0;3.5;0.0089047619;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;26.5552967;23.3739938;3.18130281;0;22.8595279;12.255;0;61.6698246;0;0;26.3109121;0;0;35.3589124;0;6.3175;0.0089047619;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11809;1389;5905;4.2075;589
BU04020101;BU04020101;Centrum;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1922;545;3836;174700;248751;False;45706.0829;32143.0329;13563.05;592.93954;0;16682.8;1151;62981.8224;0;0;31638.1866;0;0;31343.6359;0;6727;21.1056159;0;0;0;0;1922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331;1585;0;0;0;0;38527.1447;36477.7221;2049.42267;0;25165.3904;112335.348;970;176027.883;0;0;130318.641;0;0;45709.2418;0;16541.9415;21.1056159;0;0;0;0;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545;0;0;0;0;0;12044740;1319;3140;9972.4035;935
BU04020102;BU04020102;Havenstraatbuurt;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1532;196;1744;128565;27500;False;39261.3441;27666.3941;11594.95;676.64945;0;13906.24;1793;53844.2336;0;0;27008.5141;0;0;26835.7195;0;5362;6.52222222;0;0;0;0;1217;0;0;0;0;0;0;0;315;0;0;0;0;0;0;0;0;0;0;0;315;0;0;0;0;0;0;0;0;0;196;1336;0;0;0;0;3622.82832;3378.37007;244.458252;0;2827.9506;12277.182;165;18727.9609;0;0;14091.8564;0;0;4636.10454;0;1828.75;6.52222222;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;4589522;1193;2632;3081.75;936
BU04020103;BU04020103;Sint Vitusbuurt;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;837;57;1022;72019;24048;False;23418.8315;17000.8315;6418;457.222599;0;7816.59;1155;31692.6441;0;0;15632.5786;0;0;16060.0655;0;2929.5;4.10765714;0;0;0;0;837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;793;0;0;0;0;3575.88897;3343.28603;232.602936;0;1886.85798;5667.97;176;11130.7169;0;0;7231.63317;0;0;3899.08377;0;1599.192;4.10765714;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;2857694;1116;2796;1940.868;937
BU04020104;BU04020104;Langgewenstbuurt;WK040201;Centrum;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;994;261;1798;78864;104436;False;23539.9177;16618.4177;6921.5;346.330652;0;8727.03;1145;32613.2784;0;0;16511.3045;0;0;16101.9739;0;3479;9.45486984;0;0;0;0;994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;855;0;0;0;0;13916.1596;13151.4233;764.73637;0;10259.1948;44537.456;677;68712.8105;0;0;51329.338;0;0;17383.4724;0;6944.994;9.45486984;0;0;0;0;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;0;0;0;0;0;5653813;1453;3145;5210;938
BU04020201;BU04020201;Boomberg;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1537;211;2217;194721;88380;False;52909.3405;41014.3905;11894.95;1182.30438;0;13912.35;584;68003.9949;0;0;31200.8024;0;0;36803.1925;0;5379.5;10.2102222;0;0;0;0;1322;0;0;0;0;0;0;0;215;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0;0;0;0;0;80;1455;0;0;0;0;14756.4952;13859.0088;897.486438;0;7819.25722;27642.562;163;50218.3144;0;0;34093.5279;0;0;16124.7866;0;5877.27;10.2102222;0;0;0;0;211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;0;0;0;0;0;7394065;1085;3335;4824.33;939
BU04020202;BU04020202;Raadhuiskwartier;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;643;89;1020;100253;48889;False;27199.2635;21534.8135;5664.45;680.507277;0;6161.31;602;34041.0807;0;0;15005.6911;0;0;19035.3896;0;2250.5;4.99013016;0;0;0;0;643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;562;0;0;0;0;9926.25464;9513.61396;412.640687;0;5659.69829;19538.286;220;35124.2389;0;0;23947.1503;0;0;11177.0886;0;3251.1185;4.99013016;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;3927435;1018;3850;3290;940
BU04020203;BU04020203;Trompenberg-Zuid;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;471;59;1177;52807;91755;False;13655.1985;10271.6985;3383.5;253.385845;0;4106.45;464;18015.0344;0;0;8584.45149;0;0;9430.58289;0;1648.5;7.02966667;0;0;0;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;459;0;0;0;0;20952.6957;20335.513;617.182671;0;10493.3147;39189.505;712;70635.5154;0;0;48092.0477;0;0;22543.4677;0;6101.7075;7.02966667;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;4144403;1063;3521;3321.5175;941
BU04020204;BU04020204;Villaparken;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;580;57;853;95114;35480;False;23814.6548;19072.7548;4741.9;542.53716;0;5286.62;193;29643.812;0;0;12877.7422;0;0;16766.0698;0;2030;3.98133333;0;0;0;0;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;449;0;0;0;0;6075.59309;5812.04486;263.548225;0;2198.68524;9782.427;49;18056.7053;0;0;12166.3605;0;0;5890.34486;0;2359.42;3.98133333;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;3008968;1097;3528;2480;942
BU04020205;BU04020205;Trompenberg-Noord;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;287;24;366;45447;10177;False;12045.7454;9581.74544;2464;273.638423;0;2695.08;322;15014.4639;0;0;6551.62161;0;0;8462.84225;0;1004.5;1.5249619;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;234;0;0;0;0;2463.41737;2336.40911;127.008256;0;1105.70289;3987.44;66;7556.56026;0;0;5010.80298;0;0;2545.75728;0;676.7705;1.5249619;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;1328283;1014;3629;720.5445;943
BU04020206;BU04020206;Media Park;WK040202;Noordwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;7;99;2427;1280;314474;False;376.215518;316.715518;59.5;10.7235527;0;67.9;7;454.839071;0;0;188.79644;0;0;266.042631;0;24.5;18.9904952;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;69909.2564;67311.6968;2597.55958;0;41591.908;119875.048;1221;231376.212;0;0;151309.692;0;0;80066.5208;0;20912.521;18.9904952;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;8894514;1127;3665;8973.009;944
BU04020301;BU04020301;Havenkwartier;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;16;118;714;1284;90667;False;413.604363;298.404363;115.2;9.61898028;0;138.85;7;562.073343;0;0;279.153972;0;0;282.919372;0;56;5.51959683;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;12588.8605;12194.0305;394.830084;0;4797.93928;28902.755;204;46289.5548;0;0;33878.7672;0;0;12410.7877;0;6029.3555;5.51959683;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;2243111;2029;3142;4670;945
BU04020302;BU04020302;Het Rode Dorp;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;616;9;624;65337;1007;False;19556.6836;14875.3336;4681.35;457.623573;0;5966.88;1542;25981.1872;0;0;12456.677;0;0;13524.5102;0;2156;2.01629524;0;0;0;0;616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;616;0;0;0;0;93.898551;90.0953396;3.80321142;0;53.6642533;530.467;7;678.029804;0;0;572.188592;0;0;105.841212;0;66.9655;2.01629524;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1867914;1145;2993;952.6995;946
BU04020303;BU04020303;Zeverijn;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;845;80;972;84717;16438;False;23686.9864;17892.5864;5794.4;553.873376;0;7571.85;945;31812.7098;0;0;15278.5967;0;0;16534.1131;0;2957.5;3.6740381;0;0;0;0;433;0;0;0;0;0;0;0;412;0;0;0;0;0;0;0;0;0;0;0;412;0;0;0;0;0;0;0;0;0;218;627;0;0;0;0;1873.95912;1807.19667;66.7624539;0;867.898906;4185.996;75;6927.85403;0;0;4966.41366;0;0;1961.44037;0;1093.127;3.6740381;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;2443450;1138;2514;1735.983;947
BU04020304;BU04020304;Kerkelanden;WK040203;Zuidwest;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;3034;490;3887;289196;110806;False;81561.1162;60956.6662;20604.45;1703.50802;0;27447.74;583;110712.364;0;0;54374.8353;0;0;56337.5289;0;10619;16.3152825;0;0;0;0;2162;0;0;0;0;0;0;0;872;0;0;0;0;0;0;0;0;0;0;0;872;0;0;0;0;0;0;0;0;0;208;2826;0;0;0;0;18277.9969;17693.0431;584.953838;0;8021.08738;33965.919;131;60265.0033;0;0;41456.2657;0;0;18808.7376;0;7368.599;16.3152825;0;0;0;0;411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;490;0;0;0;0;0;10017091;1267;2577;7708.971;948
BU04020401;BU04020401;Bloemenkwartier Noord;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1310;216;1478;131885;21764;False;41319.4447;30659.0447;10660.4;935.810878;0;12630.82;1513;54886.0756;0;0;26431.7903;0;0;28454.2853;0;4585;5.47147937;0;0;0;0;1285;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;54;1256;0;0;0;0;2488.32989;2352.58963;135.74026;0;1072.1449;8302.741;91;11863.2158;0;0;9326.45658;0;0;2536.7592;0;1447.306;5.47147937;0;0;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;0;0;0;0;0;4634171;1224;3135;2585.274;949
BU04020402;BU04020402;Bloemenkwartier Zuid;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;2309;154;2497;218800;24324;False;69421.2602;51261.2102;18160.05;1505.43794;0;22305.13;1183;93231.8281;0;0;45338.7599;0;0;47893.0682;0;8081.5;8.79732063;0;0;0;0;2238;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;262;2047;0;0;0;0;3644.07723;3395.04492;249.032303;0;2036.18393;9284.198;62;14964.4592;0;0;10907.9287;0;0;4056.5305;0;1617.546;8.79732063;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;154;0;0;0;0;0;7225530;1190;2894;4175;950
BU04020403;BU04020403;Schrijverskwartier;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;810;127;853;109171;5505;False;31320.4275;24272.5275;7047.9;806.861082;0;8042.92;965;40170.2086;0;0;18409.948;0;0;21760.2605;0;2835;2.90347619;0;0;0;0;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;800;0;0;0;0;575.505012;532.807196;42.6978162;0;602.891625;2483.691;18;3662.08764;0;0;2810.99227;0;0;851.095368;0;366.0825;2.90347619;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;3098079;1190;3632;1371.8925;951
BU04020404;BU04020404;Staatsliedenkwartier;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1620;255;1745;174153;16161;False;50241.396;37981.096;12260.3;1219.88262;0;15278.37;1192;66739.6486;0;0;32025.8506;0;0;34713.798;0;5670;6.11764762;0;0;0;0;1480;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;16;1592;0;0;0;0;2973.99278;2741.16798;232.824804;0;1913.56466;5942.727;71;10830.2844;0;0;7335.55174;0;0;3494.7327;0;1074.7065;6.11764762;0;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;0;0;0;0;0;5343691;1176;3062;2890.5885;952
BU04020405;BU04020405;Zeeheldenkwartier;WK040204;Zuid;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;2226;434;2379;191672;19802;False;55110.7613;38995.6613;16115.1;1133.86502;0;20045.98;1006;76290.6063;0;0;38658.0259;0;0;37632.5804;0;7791;8.26107302;0;0;0;0;974;0;0;0;0;0;0;0;1252;0;0;0;0;0;0;0;0;0;0;0;1252;0;0;0;0;0;0;0;0;0;181;2045;0;0;0;0;2597.45749;2412.82888;184.62861;0;1718.54912;5521.563;47;9837.56961;0;0;6746.87131;0;0;3090.6983;0;1316.833;8.26107302;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;403;0;0;0;0;0;0;0;0;0;0;434;0;0;0;0;0;5733322;1176;2410;3903.357;953
BU04020501;BU04020501;Schilderskwartier;WK040205;Zuidoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1521;248;2169;223860;84184;False;59080.4642;46029.0642;13051.4;1447.22249;0;14476.57;681;75004.2567;0;0;33837.0426;0;0;41167.2141;0;5323.5;9.90633651;0;0;0;0;1517;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;150;1370;0;0;0;0;15176.6335;14473.9487;702.684851;0;7753.30073;26323.528;175;49253.4622;0;0;32850.8568;0;0;16402.6055;0;5598.236;9.90633651;0;0;0;0;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;7465688;1150;3442;4970;954
BU04020502;BU04020502;t Hoogt van t Kruis;WK040205;Zuidoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;625;50;677;97086;6660;False;22831.3243;17943.0243;4888.3;340.094606;0;5766.65;165;28938.0689;0;0;12826.1624;0;0;16111.9066;0;2187.5;2.38584127;0;0;0;0;599;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;200;386;0;0;0;0;1587.56874;1459.96193;127.606813;0;972.617306;1790.645;11;4350.83105;0;0;2522.46966;0;0;1828.36139;0;442.89;2.38584127;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;2021861;1061;2987;1915;955
